id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
YGYU5,HR43,Bedroom,6,6,No,"person is sitting on a pile of clothes drinking coffee, then starts tidying.",bed;clothes;coffee;cup;mug,"A person sits down on the bed and drinks some coffee, then then begin to tidy clothes on the bed.;The person sitting on the bed drinking coffee,stand up and folding the clothes on top of bed.",c107 0.00 24.70;c154 19.00 23.60;c135 4.80 23.00;c106 5.90 21.00;c151 0.00 3.30;c004 21.80 38.00,36.50
H32FR,18IT,Living room,6,6,Yes,"A person walks all the way to the end of a hallway carrying a glass in one hand and two dishes (dinner plates) in the other.  The person suddenly turns around and sets the two plates down on the floor.  Then the person walks all the way to the opposite end of the hallway, taking the glass and setting it down on the floor at that end of the hallway, so the plates are at one end and the glass is at the other.",cup;dish;door;floor;glass,2 people open a door and walk in a room. They put dishes in a corner and by the door then stand and talk.,c118 11.90 16.10;c120 8.70 12.90;c109 22.80 27.00;c008 1.10 5.30;c107 22.20 39.50;c119 9.50 18.60;c097 0.00 6.10;c141 0.00 4.90,40.96
7FTBS,P6LJ,Kitchen,6,7,Yes,"Person is pouring coffee, walking to refrigerator, getting milk from shelf and pouring into mug. Then, person is sitting at table drinking coffee and is awakening.",chair;coffee;cup;refrigerator;shelf;table,A person pours something into a cup. The person opens the refrigerator and takes something out. They pour more liquid into the cup. The person sits in a chair at the table and begin to drink.,c081 3.10 8.60;c009 39.20 44.70;c011 39.20 50.00;c151 46.30 51.00;c142 23.30 31.10;c009 2.50 7.60;c106 41.00 50.30;c143 20.00 25.80;c059 34.60 50.30;c109 1.50 7.80;c107 2.00 7.30;c110 1.30 6.50,50.50
GFH4E,EA2K,Bathroom,6,7,Yes,A person is standing in the bathroom looking out the window and holding a glass of water.  The person pours the water down the sink and puts it down on the counter.,cup;glass;sink;table;water;window,A person is holding a cup and looking out a window. They begin to slowly pour the water of water down the drain.,c107 0.00 14.70;c092 0.00 14.60,35.33
4BSR0,2RTW,Kitchen,6,6,Yes,A person is fixing coffee and cooking beside the sink.,cup;dish;food;knife;skillet;stove,"A person stands in a kitchen, pouring coffee from one cup to another. Then the person stands at a stove, cutting up food into a skillet.",c107 0.00 10.90;c109 3.50 11.00;c118 0.00 11.50;c147 3.40 28.00;c108 0.00 10.30,26.79
L9H3O,CCI9,Kitchen,6,5,Yes,Person enters the kitchen and pours a glass of cola and sits down at the table to drink it.  Upon finishing it Person takes the glass and rinses it before placing it in the sink and grabbing a sandwich and sitting back down again to eat it.,bottle;bread;chair;cup;food;glass;plate;sandwich;sink;table,A person getting up off a chair and walking to a counter .The person picks up a bottle of pop and pours in a glass and takes a drink of the glass of pop.The person proceeds to take a piece of brad and pulls a piece off and eats it .;There is a person sitting in a chair. That person walks into the kitchen and pours a drink into a glass.  That same person then puts the cup in a sink.,c065 28.00 34.00;c107 13.60 28.30;c109 23.80 28.80;c154 0.00 3.30;c106 16.00 24.00;c108 9.00 19.00;c009 14.00 19.00;c156 29.00 34.00;c059 0.00 3.00;c110 23.70 29.20,33.08
WGZ29,P6LJ,Bedroom,6,7,Yes,The person is sitting on the bed while watching some television and drinking some water.,bed;cup/glass/bottle;television;water,A person sits on the bed holding a cup of coffee. The person drinks the coffee while sitting on the bed watching TV.,c135 1.80 12.50;c106 12.30 22.20;c151 0.00 8.70;c154 43.80 49.20;c107 0.00 50.50;c110 0.00 4.40;c132 8.00 48.90;c109 44.10 51.00,53.83
XTZYM,YA10,Bedroom,7,7,Yes,A person holding a bag is dressing in their bedroom.They drink from a coffee cup and turn off the light.,bag;clothes;cup;glass;lamp;mug;sweater,"A person is putting on a shirt, while holding a bag. The person then picks up a cup and starts drinking.;The person puts on a sweater, drinks from a mug, then turns off a lamp before walking toward a doorway.",c106 21.80 29.00;c020 0.00 34.00;c107 21.40 26.20;c148 5.20 22.60;c148 0.00 3.60;c000 0.00 11.30;c001 4.40 23.10,32.75
VFDQU,2RTW,Kitchen,6,6,Yes,The person entered the man cave and drank the drink from the refrigerator.  The person then looked in the mirror and started laughing at the lie the spouse told them about not loosing any hair.,cup;food;glass;hair;refrigerator;television,The person opens their refrigerator. They grab a cup and walk into the next room. The person takes a sip and messes with their hair.;A person opens the refrigerator and removes a glass. They drink out of it and stand watching the television.,c107 2.80 15.90;c142 2.30 7.00;c144 14.00 20.30;c149 22.00 26.60;c132 0.00 8.80;c106 5.30 16.20;c110 2.60 10.40;c143 0.00 5.30;c063 0.00 6.80,30.92
KOAQD,2RTW,Living room,6,6,Yes,"The person pours himself a drink, laughs, and then remembers the medicine they need to take.  After taking the medicine, the person undresses and covers them self with a blanket before turning on the TV.",blanket;clothes;cup;glass;medicine;sofa;table;television,"There is a person sitting on a sofa pouring water into a glass and drinking it.  That same person then takes some medicine, takes off their jacket and wraps up in a blanket.",c128 12.20 20.50;c072 35.30 43.00;c108 0.00 7.40;c123 0.00 55.00;c129 11.70 26.10;c106 6.00 11.40;c155 24.80 36.10;c009 3.40 8.20;c070 33.10 55.00;c132 42.30 55.00;c107 0.00 12.20;c107 11.70 22.70,53.58
Y9WZW,P6LJ,Dining room,6,6,Yes,"A person is working on the their desk, which also happens to be the laundry room. They grasp a cup of coffee and take a long drink.",chair;coffee;cup;desk;homework;paper/notebook;table,A person walks to a desk and starts working on some paperwork. They take a moment to drink some coffee before getting back up and walking across the room.;A girl is sitting at a desk in a chair. She is doing her homework on the counter. Then she drinks from a cup.,c014 2.20 36.00;c109 38.20 50.10;c154 43.40 51.00;c011 1.20 51.00;c106 32.70 46.60;c151 0.00 48.10;c145 7.20 36.00;c110 31.70 37.00;c107 32.00 37.20,49.54
DVO31,Z68L,Bedroom,6,7,Yes,"A person is tidying bedding, then throwing clothes into a hamper, then running a vacuum and finally drinking from a glass in a bedroom.",bed;blanket;clothes;cup;floor;glass;vacuum,The person straightened up a bed and also vacuumed something off the floor and bed.  The person removed a piece of clothing from the bed and took a drink of water.,c106 34.70 43.00;c110 33.80 40.20;c002 11.90 19.50;c137 17.60 34.30;c109 39.50 43.00;c000 11.50 19.50;c003 14.70 19.50;c107 33.60 43.00;c126 11.70 19.50;c001 12.10 19.30;c004 11.70 19.70;c075 0.00 14.90;c154 30.30 35.70,42.08
LUU2S,8IOD,Living room,6,7,Yes,A person is lying on a blanket that is on a sofa. The person then takes a long drink of water.,dish;glass;sofa;water,Person sits on the couch drinking water out of a large glass.,c122 0.00 31.00;c106 0.10 22.90;c107 0.00 31.00;c118 0.00 31.00,30.25
01K8X,EIO2,Kitchen,6,6,Yes,A person is washing dishes in their kitchen while laughing and drinking coffee. The person turns off the light and leaves.,bowl;cup;dish;door;plate;sink;water,"A person is washing several dishes then the take a drink of water. Done with that they turn and leave the room through a door.;The person washed a plate, and two bowls, then took a drink before opening the door and walking out.",c118 0.00 7.10;c107 21.10 25.50;c008 27.60 32.00;c119 5.40 23.20;c106 19.20 26.30;c121 0.00 19.20;c097 27.20 32.00,30.92
OM2NF,2Q9D,Kitchen,6,6,Yes,"A person is sitting on a chair, drinking coffee and reading the newspaper.  The person then stands up, puts his shoes on and walks to the stove to cook breakfast.",chair;class;clothes;coffee;cup;dish;food;newspaper;pan;paper/notebook;shoe;stove;table,"A person is sitting at the table, drinking coffee from a glass while also reading  a newspaper. After a few seconds, the person folds the newspaper, puts it down, puts on shoes, and walks over to the stove to cook from a pan.;A person is reading a paper and drinking coffee, while sitting at the kitchen table.  He puts on his shoes, stands up and walks to cook at the oven.",c107 0.00 5.30;c011 0.00 26.90;c109 5.90 10.80;c106 2.20 8.80;c056 22.90 29.70;c107 0.40 10.10;c059 0.00 35.20;c107 12.70 21.60;c154 30.80 36.50;c147 34.10 45.00;c055 23.70 34.80;c012 18.50 26.20;c115 0.00 25.80;c148 23.30 34.10;c014 7.00 26.00;c118 0.90 5.10,43.96
AZXRK,9Y7F,Dining room,7,7,Yes,A person is looking out the window in a dining room while closing a book. Another person is sitting at the table pouring a glass of water.,book;chair;cup;dish;glass;table;water,person sits at table with another person and mixes drink,c108 4.80 16.40;c151 1.70 8.20;c059 0.00 32.00;c011 0.00 32.00;c025 8.70 14.20;c032 0.00 14.50;c107 1.10 32.00;c118 0.80 32.00,30.58
KNN3G,0KZ7,Dining room,7,7,Yes,"A person is tidying dirty dishes on a table, then pouring a cup of coffee and eating food in a dining room.",coffee;cup;dish;food;glass;sandwich;table,"A person stacks some dishes on the table, then pours some coffee into a glass.  They drink the coffee, then sit down, place the coffee on the table and take some food from a plate and begin eating.",c109 0.00 12.90;c106 18.20 31.00;c109 12.20 21.20;c120 0.00 18.70;c009 0.10 22.00;c012 0.10 22.90;c151 17.80 24.60;c109 15.90 25.60;c119 3.50 14.60;c011 18.00 31.00;c063 22.40 31.00;c156 22.70 31.00;c108 10.70 22.00;c065 22.20 31.00;c067 21.90 31.00;c069 21.60 31.00;c107 13.60 21.40,30.21
4ZY8C,9Y7F,Kitchen,7,5,Yes,"One person walks through with coffee, then puts a book in a bag and closes it.",bag;book;coffee;cup/glass/bottle;shelf,"Person is standing in the kitchen drinking from a coffee mug, and then walks over to close black bag.",c031 20.80 27.40;c081 13.30 20.00;c025 20.30 25.60;c021 24.20 30.60;c106 0.70 6.80;c028 25.10 31.10;c030 16.00 20.90;c027 17.70 22.60;c032 18.70 23.70;c026 16.00 33.00;c109 0.00 19.50;c107 0.00 18.90,32.08
G3K6P,1OHU,Bedroom,6,6,Yes,Person sitting in study watching television is sipping from a glass. Person uses towel to wipe water up before putting glass back down.,bed;cup;dish;dresser;glass;television;towel;tv;water,"A person is sitting in front of a tv drinking a glass of water they use a towel to clean off the dresser.;a person sits and watches tv while drinking water and wipes up with a towel;A person is sitting on a bed watching a television and picks up a glass and drinks something, then wipes a spill with a towel.",c106 0.00 12.20;c038 8.20 31.00;c132 0.00 31.00;c110 0.00 4.60;c035 12.80 17.70;c118 0.00 31.00;c033 13.00 25.20;c107 0.00 31.00,30.46
2DPW0,PKND,Dining room,6,6,Yes,A person walks in and sets down a bag of groceries and starts drinking water until they sneeze spraying water everywhere.,cup/glass/bottle;dish;glass cup;groceries;table;water,The person walks to the table and drinks water out of a large cup or jug.,c106 6.20 17.20;c118 0.00 6.40;c130 0.00 8.00;c119 0.00 8.40;c107 4.30 21.10;c009 1.80 7.60;c120 3.60 9.10,31.29
297S4,P6LJ,Bedroom,6,7,Yes,"A person stands on a chair in the closet, trying to reach something on the top shelf. The person gets down, picks up their coffee and leaves, closing the door behind them.",chair;closet/cabinet;coffee;cup;door;shelf;something,"A person goes to closet and stand on one leg on chair and takes something off shelf. The person then closes closet, takes a drink of coffee then leaves and closes door behind them.",c060 6.20 26.50;c006 27.50 34.70;c008 46.30 52.70;c106 38.10 46.20;c107 38.60 47.50;c109 38.10 47.30;c141 37.00 48.90;c097 43.30 50.00;c112 28.50 34.70,54.50
QNXGG,54JK,Recreation room / Man cave,6,6,Yes,A person is undressing near a shelf. Then they begin pouring medicine into a cup.,clothes;cup;glass;medicine;shelf,"A person is walking past a shelf and undresing, they then take a medicine bottle open it and pour it into a glass of water.",c107 10.90 22.00;c108 12.30 22.00;c128 9.20 16.00;c155 1.80 11.40;c001 0.10 9.10,20.96
V34GF,0KZ7,Dining room,7,7,Yes,"A person stands in the doorway, drinking a glass of water. The person puts the empty glass down on a desk.",counter;cup;dish;doorway;glass;table;water,"A person is standing drinking a glass of water. They put the glass on a counter and walk out of the room.;A person is standing in a doorway, drinking from a glass. They put it down on the counter and walk away.",c107 0.00 19.20;c097 16.90 22.00;c106 0.00 19.50;c109 12.90 20.40;c009 12.80 20.50;c118 0.00 19.00,20.83
AFUBV,CCI9,Stairs,6,7,Yes,A person is standing on their stairs drinking coffee and holding a pillow. They start smiling and start going up the stairs.,coffee;cup;dish;glass;pillow;stairs,"A person is standing on the stairs, holding a pillow and drinking a coffee. The person then walks up the stairs and stops at the very top.",c106 0.00 16.60;c107 0.00 33.00;c076 0.00 33.00;c118 0.00 33.00,32.00
21A0W,3531,Hallway,6,4,Yes,"A person walks into the hallway eating a sandwich. Person stops at sideboard, picks up and takes medicine, washing it down with a glass of water.",cup;dish;food;glass;medicine;sandwich;shelf;water,"A person is walking through a room eating something. They open a drawer and pull an object out, then pick up a glass.",c107 27.50 32.00;c110 26.90 32.00;c067 0.00 32.00;c128 13.20 29.80;c081 25.50 32.00;c119 25.80 32.00;c156 0.00 32.00;c065 0.00 32.00;c061 0.00 32.00,31.38
FVITB,T7C3,Kitchen,6,6,Yes,"A person is smiling as they cook something on the stove, then walks over to the refrigerator to get a glass of water.",cup;food;glass;pot;refrigerator;stove,Person in the kitchen cooking on the stove and then goes to the refrigerator to get a glass before closing it and returning to the stove.,c107 24.40 34.00;c142 22.00 28.80;c147 0.00 34.00;c143 19.80 25.30;c063 6.20 11.20,32.75
MAMJ8,D0RU,Kitchen,7,7,Yes,"The person was closing the doorway to the pantry, and started to laugh at the kitchen table that was covered with after-school things.",cup/glass/bottle;doorway;shelf;table,A person standing in the kitchen grabs a bottle and exits through a doorway.,c097 0.00 5.70;c107 24.70 31.20;c110 23.50 29.50;c082 1.70 10.80,30.67
Y9SMX,T7C3,Kitchen,6,7,Yes,A person is pouring a cup of coffee and  drinking it in front of a window and then opening the door of the refrigerator in a kitchen.,coffee;cup;door;glass;refrigerator;window,"Person pours coffee into cup, then walks to window starts drinking coffee while looking outside window, then walks to refrigerator and opens refrigerator's door.",c106 20.70 30.50;c008 43.10 50.00;c143 43.10 50.00;c092 20.20 44.10;c108 0.00 19.10;c109 46.70 50.00;c110 46.70 50.00;c107 46.70 50.00,48.67
2MR5K,4OHY,Living room,6,6,Yes,"A person is working on a laptop. He sets it down, walks to the television and picks up a glass of water that has been set on top of it.",cup;glass;laptop;television;water,A person is working on their laptop they then walk over to a television and grab a cup of water.,c107 22.40 33.00;c052 0.00 13.70;c047 9.90 16.00;c047 0.00 16.30;c051 0.00 15.00;c110 21.90 26.90;c049 9.70 16.30,32.38
YX0YS,C7O9,Stairs,6,7,Yes,"A person is working on their laptop by the stairs in their house. While doing that, a second person is walking down the stairs with a cup of coffee.",cup;glass;laptop;television,Person sitting on a staircase looking at laptop while another person walks downstairs.,c051 0.00 32.00;c107 11.80 21.80;c047 0.00 32.00,30.96
MLS4T,3H6W,Kitchen,7,6,Yes,A person throws a box of food onto the shelf. The person drinks from a glass of iced tea.,box;cup;glass;shelf,A person is putting a box on a shelf then taking a drink from a glass.,c040 2.60 10.50;c042 2.10 10.40;c081 9.10 20.80;c106 7.40 19.50;c107 5.20 20.10;c110 4.70 12.30;c045 2.30 7.50,25.33
3IJGQ,R1OT,Recreation room / Man cave,7,7,Yes,A person is seen smiling while eating some food. They put the dirty dishes on the table and take a sip of coffee.,coffee;cup;dish;food;sandwich;table,"A person is watching something on the television and laughing at it, and also eating food and drinking coffee.;A person is lying down eating a sandwich, then they set it down and take a drink of coffee.",c061 0.00 15.10;c118 0.00 16.90;c009 12.00 18.10;c156 0.00 16.40;c152 0.00 10.10;c065 0.00 14.30;c110 13.50 21.70;c107 14.80 31.00;c106 18.90 31.00,29.96
ZSJ2I,5LWB,Dining room,7,4,Yes,One person was pouring water into their glass. Another was closing the door in the doorway.,cup;door;glass;table;water,"Two people sit at a table and drink water from glasses. One person gets up and walks through a doorway to another room and closes a door.;Person A and Person B are sitting at a table, Person B then purs water into a cup then Person A closes the front door.",c006 23.40 32.00;c106 9.80 17.70;c011 0.00 19.50;c106 1.70 15.30;c097 12.70 23.70;c154 12.40 22.60;c011 0.00 4.60;c107 0.00 17.00;c141 22.80 32.00;c108 0.50 16.10,30.83
OWAA9,XXN8,Bedroom,7,6,Yes,"A person is holding a cup of coffee. The person sets the coffee down on a table and walks out, closing the door behind them.",cup;dish;door;floor;glass;table,A person is holding a mug and then places it on a table and opens a door walks out of the room and closes the door.,c008 20.30 26.80;c009 16.20 21.90;c107 0.00 20.80;c154 18.20 23.00;c141 19.00 24.30;c119 15.70 21.40;c125 0.00 23.10;c097 20.60 26.30;c109 15.90 22.00;c006 21.40 28.20;c011 0.00 21.70,30.54
R77MC,38MV,Bathroom,6,6,Yes,"One person is standing pouring water into a glass, while another is working at tidying up the space by putting trash in a box.",bag;box;clothes;coffee;cup;glass;hair,"A person is standing in the bathroom at the sink counter. Another person comes in without a shirt on and carrying a box. The original person in the room puts down a glass and walks out, and is followed by the second person.;A person is getting a cup of water from the sink. Another person comes in, sits on the toilet, and removes items from a box.",c040 3.00 34.00;c109 13.70 20.90;c151 3.80 31.70;c110 3.50 10.20;c151 4.20 9.50;c041 5.20 10.00;c107 6.80 15.00;c154 27.40 33.00;c152 5.80 34.00;c039 22.40 29.20,33.33
WKP5N,38MV,Kitchen,6,6,Yes,"One person is dressing in front of a mirror with a bright light, while another person is taking medicine, eating a large pill.",cabinet;chair;clothes;cup;drawer;glass;jacket;medicine;mirror;pills;shirt;table;water,A person gets medicine out of a drawer and takes it with a glass of water.  Another person looks in a mirror while dressing and smiles.;A person is sitting then the person opens a cabinet and takes out some medicine. The person stands and takes some medicine with some water. Another person beings dressing in a mirror by putting on a shirt.;Someone is sitting at a table and takes some pills while someone else walks in shirtless and puts on a jacket.,c107 3.60 11.80;c106 3.30 16.10;c128 10.20 21.70;c094 17.20 26.30;c154 10.80 22.60;c113 18.10 25.80;c148 19.60 32.70;c148 12.10 27.60;c110 13.20 19.10;c129 7.60 24.40;c148 3.60 17.50;c011 0.00 7.90;c109 21.00 25.80;c154 4.60 33.00;c096 4.10 26.60;c106 13.70 24.50;c152 22.90 28.20;c129 7.00 15.90;c059 0.00 8.90,31.92
70FXC,T7C3,Bedroom,6,6,Yes,A person is sitting on a computer chair laughing and holding a glass. The person then sips coffee from the glass.,chair;cup;food;glass;water,"A person is sitting on a chair smiling holding a glass of water, they then take a sip of water.;person sitting in a chair watches a screen holding a glass, then drinks out of it",c059 0.00 35.00;c107 0.00 35.00;c106 24.70 32.40;c152 0.00 23.30;c156 24.00 35.00,33.50
UVMZ8,ZAWX,Laundry room,7,7,Yes,A person turns on the light while playing on their phone. The person then starts drinking something from a cup.,coffee;cup;dish;light;phone,"A person holding a phone turns on a light switch and then continues to play with their phone. Then they pick up a coffee cup and drink from it.;A person walks down a hallway playing with their phone, and then turns on a light. They then lean on an appliance and drink some coffee.",c015 0.10 6.70;c104 7.00 17.60;c106 5.30 14.80;c107 7.90 20.80;c120 18.30 32.00;c118 18.30 32.00;c016 0.00 32.00,30.54
68K01,HR43,Kitchen,6,7,Yes,"One person drinks some medicine from a sack of groceries, then tidies up the kitchen with a vacuum.",bag;cup/glass/bottle;floor;groceries;vacuum,A person is taking groceries out a bag and putting them away. A person then picks up a vacuum and cleans the floor.;A person places a bag of groceries on the counter. They pick up a vacuum and begin cleaning the floor.,c020 0.20 20.00;c022 0.00 7.90;c137 18.10 33.00;c130 2.70 15.00;c110 0.00 20.00;c106 5.90 15.30;c107 11.30 19.20;c109 14.80 19.90;c021 0.00 5.60;c127 24.40 33.00,31.58
G06QC,C7O9,Closet / Walk-in closet / Spear closet,6,6,Yes,"A person drinking water, puts a broom back and takes out the vacuum.",broom;cup;glass;vacuum,A person is holding a broom and takes a drink from a glass. The person puts the broom in the closet and gets out a vacuum.;A person is drinking a glass of water while holding a broom then takes vacuum out of closet.,c099 12.60 18.70;c106 0.00 5.30;c098 0.00 16.60;c138 16.80 25.00;c107 0.00 31.00,29.83
PRV4N,Z68L,Home Office / Study (A room in a house used for work),6,7,Yes,A person is standing by a desk holding a book and a glass.  The person puts the glass on the desk.,book;cup;desk;glass;table,"A person walks over, takes a glass off a table, sips some while reading homework. The person then places the glass down and continues reading the homework. The person then walks away.",c027 17.00 40.00;c009 13.00 18.00;c107 3.00 17.00;c026 0.00 46.00;c032 4.90 42.50;c106 10.10 15.60;c110 2.70 8.70;c109 11.60 18.30;c115 2.00 44.30,44.67
X16WJ,WG9D,Other,6,5,Yes,"One person sits down with a sandwich to work on some homework, drinks something from a glass, then leaves.",chair;cup;dish;floor;food;glass;sandwich,"A person sits down in a chair, puts down their drink , takes a bite of sandwich, picks up the drink ,takes a sip and then gets up to walk away.;A person sitting down in a chair and holding a plate and cup, puts the cup on the floor then takes a bite of a sandwich, then picks the cup up and takes a drink, then gets up.",c109 0.00 4.30;c151 0.00 3.80;c118 0.00 16.00;c106 5.00 12.90;c065 0.80 6.70;c154 11.60 16.00;c059 0.00 2.80;c110 3.60 11.30;c061 0.00 16.00;c120 4.10 9.90;c107 0.00 3.30;c156 1.80 6.40,14.75
B76OZ,1OHU,Bedroom,6,1,No,A person is closing a medicine container while playing around with a glass cup.,bed;glass;medication in bottle;medicine;pillows;plastic up,"A person is laying on a bed, smiling, tapping the finger on a jar.;This person is relaxing on a bed, propped up by pillows,  and tapping a bandaged finger on a glass while smiling.",c152 8.80 16.20;c134 0.00 31.00;c107 0.00 31.00;c149 9.00 31.00,30.50
R4ENI,DBGJ,Laundry room,6,7,Yes,A person is holding a laptop and looks out the window. They sit down in a chair and begin drinking water and eating a sandwich.,chair;cup/glass/bottle;food;laptop;sandwich;water;window,A person holding a laptop opens window.  They sit down then drink some water and eat a sandwich.,c047 0.00 14.80;c106 10.90 17.80;c156 15.00 22.70;c090 3.00 12.10;c059 8.50 31.00;c065 15.90 21.20;c068 17.10 25.20;c092 3.10 11.60;c107 11.80 18.80,30.04
342XO,Q4IF,Stairs,6,7,Yes,"A person sits on the stairs, drinking a cup of coffee. The person takes off their shoes and throws them into the corner.",coffee;corner;cup;dish;shoe,A person lying on the stairs drinks a cup of coffee.  They put the coffee cup down and begin taking off their shoes and throwing them on a pile of clothes at the corner of the stairs.,c106 0.00 27.40;c107 0.00 27.70;c109 23.20 29.40;c057 25.90 34.00;c058 27.00 33.10;c118 0.00 28.40,32.75
M0AS3,H8N1,Bedroom,6,6,Yes,"A person is grasping their medicine tightly, they begin drinking it while looking out the window.",cup/glass/bottle;medicine;window,A person drinks coffee as they look out the window.,c092 0.00 31.00;c106 1.90 12.90;c107 1.80 13.20,30.08
VSZ4W,18IT,Kitchen,6,6,Yes,A person is sipping water from a glass while checking their appearance in a mirror.  Another person is sitting in a nearby chair and smiling while scanning the newspaper.,book;cup;glass;hair;mirror;newspaper;water,"A person drinks from a glass and grooms themselves in a mirror while another person sits in a chair reading.;A person is looking at them self in the mirror while drinking from a glass. Meanwhile, another person is reading a newspaper while sitting in a chair.",c106 0.00 5.00;c096 0.00 11.70;c059 6.70 23.00;c106 0.00 10.20;c032 6.90 23.00;c115 7.40 23.00;c144 1.20 10.60;c107 0.00 23.00,21.75
O8N4M,XJUN,Living room,6,6,Yes,"A person awakens on the couch in the living room. The person takes a drink of coffee, picks up a box, and leaves the room.",box;coffee;cup;glass;sofa,"the person is sleeping on a couch, they wake up drink coffee, pick up a box and leave the room.",c122 0.00 19.20;c106 14.00 24.50;c146 7.60 17.80;c154 20.50 27.90;c107 13.20 23.70;c123 10.40 25.30;c043 22.50 28.40;c110 12.70 19.40;c109 17.40 24.20;c040 23.60 32.00,31.00
1FGXJ,4OHY,Kitchen,6,7,Yes,A person eating food in the kitchen begins throwing coffee on the ground.,coffee;counter;cup;dish;food;man;plate;sandwich,A person is pacing in a kitchen eating some food off of a plate. The person then sets the plate and food on the counter and picks up a cup of coffee.;a man eating a sandwich and grabbing a cup acting weird.,c107 15.70 30.00;c061 0.00 20.10;c156 0.00 14.80;c118 0.00 20.60;c065 0.00 14.70;c119 15.40 20.40;c110 15.30 23.10,29.42
MUGVM,HJZQ,Dining room,6,6,Yes,"A person is washing the dining room table with a washcloth.  The person picks up a pile of homework to move it out of the way, then grasps the homework while they wash underneath.  The person puts the homework down and takes a drink of a glass of water while looking in the mirror on the wall.",book;cup;glass;hair;mirror;paper;rag;table;towel;water,A person is cleaning a table with a rag and tidying up.  They pick up a glass and take a drink while looking at a mirror to fix their hair;A person is tidying up a table with a towel. They pick up a book while they are tidying up and place it back on the table when done. They then pick up a glass of water and drink from it while they fix their hair in a mirror.,c096 4.10 20.60;c110 17.70 25.30;c106 10.80 23.10;c037 15.10 22.30;c144 20.00 26.10;c116 13.30 19.70;c012 0.00 18.50;c013 0.00 6.90;c009 13.60 19.70;c038 0.00 7.20;c107 16.90 31.00,30.42
VD8PU,2RTW,Living room,6,6,Yes,"A person is walking away from their chair, towards the kitchen to put their dishes in the sink.",bowl;chair;cup;desk;dish;doorway;glass;silverware;sink;table,"A person was sitting at a desk in the living room, then got up and took a dirty glass, silverware and bowl to the kitchen and set them in the sink;A person is sitting in a chair holding a bowl, then picks up a spoon and glass off a table and then gets up and puts them all in a sink",c059 0.00 15.20;c120 10.10 26.70;c109 8.20 27.00;c110 8.20 16.60;c107 5.60 16.90;c097 13.50 18.90;c118 0.00 20.90;c154 9.00 16.00;c011 0.00 14.30;c119 16.80 24.70,31.00
MHI9B,D0RU,Living room,7,6,Yes,A person pours coffee in a cup in a doorway and then tidies some papers.,cup;dish;doorway;drink;floor;glass;hair;paper/notebook;papers;table,"A person walks through the door, pours coffee into a glass at the table and then picks up papers off of the floor.",c107 26.50 32.50;c009 28.50 33.60;c097 0.00 9.60;c108 8.00 23.80;c118 8.90 32.90;c117 30.30 38.00;c127 30.70 38.00;c144 1.70 10.90,36.92
TD1KD,Z68L,Bedroom,6,6,Yes,"A person running into the bedroom with their laptop, takes a glass and then leaves.",cup;glass;laptop;table,"Person walks into the room with a laptop, puts it onto the desk, and then picks up a glass of water before walking out.",c107 18.20 26.30;c047 1.30 13.40;c009 6.00 13.30,27.38
ORUV6,ZSRZ,Bedroom,6,4,Yes,"A person is watching a video on their phone while in their bedroom. They are sitting on the bed and smiling because the video is funny, and then they start drinking some coffee.",bed;coffee;cup;glass;paper/notebook;phone;video,"A person is sitting on a bed, looking at a video of something on their phone, smiling. The person then puts the phone on the bed, picks up a glass of coffee from the bed, and starts to drink.",c135 0.00 25.00;c106 14.80 19.80;c107 12.50 25.00;c015 0.00 14.70;c152 0.00 16.30;c115 0.00 14.70;c116 10.70 19.80,24.00
OBT3Q,KFGP,Hallway,6,6,Yes,One person with hair in a towel is in a chair pouring a soda then drinking it.,cup;glass;hair;towel,The person is sitting in a chair with a towel in their hair. They open a glass and drink out of it.,c106 5.80 30.00;c059 0.00 30.00;c107 0.00 30.00;c108 0.00 10.30,29.46
N1FIJ,Z755,Kitchen,7,1,No,A person reading a book watches through the doorway as another person is beginning to undress in the bathroom. The person in the bathroom notices and while smiling closes the door.,cup;door;glass;shelf,People in the kitchen drinking out of a glass then puts something on the shelf.;A person is drinking coffee in front of a shelf. Another person holding a cup stands next to the first person.,c106 0.80 34.00;c107 0.00 34.00,33.08
2YJUQ,3H6W,Dining room,7,6,Yes,A person sits down at a dining room table while smiling. The person is pouring water into a glass. The person then takes a drink of the water and looks out the window.,chair;cup;glass;table;water;window,"A person walks into the room, sits in a chair, and pours a glass of water. The person then looks through a window and places the glass on the table.",c107 7.20 34.10;c092 23.60 31.60;c154 19.40 24.30;c106 13.40 22.80;c108 7.20 15.70;c011 4.30 9.70;c009 11.90 17.20;c151 19.00 24.10;c109 29.90 34.70;c152 3.40 18.40;c059 5.10 23.50,38.46
QNPDC,BYF9,Dining room,7,7,Yes,"One person puts a camera on the table, pours coffee, then leaves with a sandwich and the coffee.",camera;coffee;cup;dish;phone;sandwich;table;thermos,"A person walks into a room holding a phone. Puts phone on table, pours coffee and walks away holding coffee and sandwich.;A young person walking into the kitchen setting something down on the table and opening up the thermos and pouring coffee into a cup and walking away.",c067 36.90 44.00;c015 5.70 11.50;c017 6.80 13.00;c108 11.10 24.60;c107 16.30 24.80;c120 37.10 44.00;c118 39.00 44.00;c009 5.30 12.50,42.88
